Text,Category
"by exploiting the framework we can configure a
quantum computing model by selecting specific proto
col andor properties",Quantum computing
"by doing so we can analyze not
only the performance and resource of a quantum com
puting but also the impact of specific components on
the entire quantum computing",Quantum computing
"for example we have

×
×
×
×
×
×
×
×
×
pe 

pe 

pe 
 logical
pe 
 physical
×
×
×
t
im
e 
s
ec
s






input size
n  n  n 
accurate quantum gates steane ftqc
a
×
×
×
×
×
×
×
×
×
pe 

pe 

pe 
 logical
pe 
 physical
×
×
×
q
u
b
it
s




input size
n  n  n 
accurate quantum gates steane ftqc
b
fig  the performance comparison over physical error rates − ∼ − under steane code based quantum computing",Quantum computing
a the algorithm execution time and b the required qubits,Quantum computing
"at the error rate − as shown in this figure a faulttolerant
quantum computing is not required",Quantum computing
"discussed optimal concatenation level and code distance
of faulttolerant quantum computing",Quantum computing
"we believe such
discussion was possible due to the proposed framework",Quantum computing
"the analysis results completely depend on the proto
cols and properties of physical device we employed",Quantum computing
"as
shown in the figures the quantity of the required qubits
is too enormous and the execution time is too long",Quantum computing
"the
feasibility of a quantum computing seems too bad from
our analysis results",Quantum computing
"however we need to emphasize that
the very those figures are not so important now",Quantum computing
"readers
need to see the tendency of the analysis results as the in
put size of a quantum algorithm increases",Quantum computing
"as quantum
computing components are being improved the analysis
results will be better than the shown in this work but
the tendency may be stayed",Quantum computing
"as mentioned above the objective of the present work
is to provide the most realistic performance and resource
of a quantum computing",Quantum computing
"on the other hand we believe
the proposed software framework can play a significant
role in practically running a quantum computing with a
real quantum computing hardware later if some compo
nents are added see fig",Quantum computing
"for example components
to control a real quantum device have to be added in the
building block layer",Quantum computing
"the system layer also requires func
tions that execute a quantum algorithm and a quantum
error correction efficiently",Quantum computing
"besides the existing compo
nents have to be improved as much as possible",Quantum computing
"acknowledgments
this work was supported by electronics and telecom
munications research institute etri grant funded by
the korean government zh research and devel
opment of quantum computing platform and its cost
effectiveness improvement",Quantum computing
 quantum computing — intel newsroom,Quantum computing
 dorit aharonov and michael benor,Quantum computing
"faulttolerant
quantum computation with constant error rate",Quantum computing
"siam
journal on computing – july ",Quantum computing
 h bomb´ın and m a martindelgado,Quantum computing
"optimal resources
for topological twodimensional stabilizer codes com
parative study",Quantum computing
"singleshot faulttolerant quantum er
ror correction",Quantum computing
" andrew w cross lev s bishop john a smolin and
jay m gambetta",Quantum computing
"lowoverhead surface code logical
hadamard",Quantum computing
"quantum information and computation
– august ",Quantum computing
 austin g fowler simon j devitt and cody jones,Quantum computing
"sur
face code implementation of block code state distillation",Quantum computing
" austin g fowler matteo mariantoni john m martinis
and andrew n cleland",Quantum computing
"surface codes towards practical
largescale quantum computation",Quantum computing
" austin g fowler ashley m stephens and peter
groszkowski",Quantum computing
"highthreshold universal quantum com
putation on the surface code",Quantum computing
"minimizing resource overheads for fault
tolerant preparation of encoded states of the steane code",Quantum computing
" markus grassl brandon langenberg martin roet
teler and rainer steinwandt",Quantum computing
"applying grover’s








 
  
pe 

pe 

pe 

pe 

c
o
d
e 
d
is
ta
n
ce



input size
n  n  n 
accurate quantum gates surface ftqc
a
×
×
×
×
×
×
×
×
×
×
×
×
pe 

pe 

pe 

pe 

t
im
e 
s
ec
s



input size
n  n  n 
accurate quantum gates surface ftqc
b
×
×
×
×
×
×
×
×
×
pe 

pe 

pe 

pe 

×
×
×
q
u
b
it
s




input size
n  n  n 
accurate quantum gates surface ftqc
c
fig  the performance comparison over physical error
rates − ∼ − under surface code based quantum com
puting",Quantum computing
"a the code distance b the algorithm execution
time and c the required qubits",Quantum computing
algorithm to aes quantum resource estimates,Quantum computing
" alexander s green peter lefanu lumsdaine neil j
ross peter selinger and benoit valiron",Quantum computing
"an introduc
tion to quantum programming in quipper",Quantum computing
"in reversible
computation pages – may ",Quantum computing
" alexander s green peter lefanu lumsdaine neil j
ross peter selinger and benoit valiron",Quantum computing
"in
the th acm sigplan conference pages – new
york new york usa ",Quantum computing
" alexander s green peter lefanu lumsdaine neil j
×
×
×
×
×
×
×
×
×
average computing time tavg
single round computing time tone
t
im
e 
s
ec
s





concatenation level
    
degree of fault tolerance steane ftqc
fig  the quantum computing time of shor algorithm
with input size n  ",Quantum computing
"we have evaluated the quantum
computing performance tone and tavg according to the con
catenation levels  ∼ ",Quantum computing
"after the concatenation level  the
fidelity of a quantum computing is almost  and therefore
the average computing time closely approaches to the single
round computing time",Quantum computing
"when the concatenation level is 
the fidelity of a quantum computing is almost vanishing and
therefore the average computing goes to almost infinity",Quantum computing
"×
×
×
×
×
×
×
×
×
×
×
×
×
×
average computing time tavg
single round computing time tone
t
im
e 
s
ec
s
×
×
×
×
code distance
      
degree of fault tolerance surface ftqc
fig  the quantum computing time of shor algorithm
with input size n  ",Quantum computing
"we have evaluated the quantum
computing performance tone and tavg by varying the code
distance from  to ",Quantum computing
"the calculated code distance for
the objective fidelity is ",Quantum computing
"as shown in the figure the code
distance  introduces the best quantum computing perfor
mance",Quantum computing
"by taking the code distance  we can reduce the
quantum computing time as much as  days than the case
of the distance  at the cost of qubits",Quantum computing
ross peter selinger and benoit valiron,Quantum computing
"quipper a
scalable quantum programming language",Quantum computing
"in the th
acm sigplan conference on programming language
design and implementation pages – april ",Quantum computing
" ali javadiabhari arvin faruque mohammad javad
dousti lukas svec oana catu amlan chakrabati
chenfu chiang seth vanderwilt john black fred
chong margaret martonosi martin suchara ken

brown massoud pedram and todd brun",Quantum computing
"scaffold
quantum programming language",Quantum computing
" ali javadiabhari shruti patil daniel kudrow jeff
heckey alexey lvov frederic t chong and margaret
martonosi",Quantum computing
"scaffcc a framework for compilation and
analysis of quantum computing programs",Quantum computing
"a framework
for compilation and analysis of quantum computing pro
grams",Quantum computing
" ali javadiabhari shruti patil daniel kudrow jeff
heckey alexey lvov frederic t chong and margaret
martonosi",Quantum computing
"scaffcc scalable compilation and analysis
of quantum programs",Quantum computing
"multilevel distillation of magic states for
quantum computing",Quantum computing
" n cody jones rodney van meter austin g fowler pe
ter l mcmahon jungsang kim thaddeus d ladd and
yoshihisa yamamoto",Quantum computing
"layered architecture for quantum
computing",Quantum computing
"efficient decompo
sition methods for controlledrn using a single ancillary
qubit",Quantum computing
scientific reports pages – march ,Quantum computing
 vadym kliuchnikov dmitri maslov and michele mosca,Quantum computing
"fast and efficient exact synthesis of single qubit unitaries
generated by clifford and t gates",Quantum computing
"quantum information
and computation  – march ",Quantum computing
 e knill raymond laflamme and w zurek,Quantum computing
threshold accuracy for quantum computation,Quantum computing
 emanuel knill and raymond laflamme,Quantum computing
 chiachun lin amlan chakrabarti and niraj k jha,Quantum computing
ftqls faulttolerant quantum logic synthesis,Quantum computing
"ieee
transactions on very large scale integration vlsi
systems – april ",Quantum computing
" sreraman muralidharan linshu li jungsang kim nor
bert lu¨tkenhaus mikhail d lukin and liang jiang",Quantum computing
"op
timal architectures for long distance quantum communi
cation",Quantum computing
scientific reports pages – january ,Quantum computing
"quantum information and computation
– september ",Quantum computing
 michael a nielsen and isaac l chuang,Quantum computing
"quantum com
putation and quantum information",Quantum computing
"cambridge univer
sity press cambridge january ",Quantum computing
"quan
tum computing startup companies",Quantum computing
 robert raussendorf and jim harrington,Quantum computing
"faulttolerant
quantum computation with high threshold in two di
mensions",Quantum computing
" markus reiher nathan wiebe krysta m svore dave
wecker and matthias troyer",Quantum computing
"elucidating reaction mech
anisms on quantum computers",Quantum computing
"proceedings of the na
tional academy of sciences – july
",Quantum computing
 neil j ross and peter selinger,Quantum computing
"optimal ancillafree clif
fordt approximation of zrotations",Quantum computing
"quantum informa
tion and computation – june ",Quantum computing
faulttolerant quantum computation,Quantum computing
"in
focs proceedings of the th annual symposium on foun
dations of computer science page ",Quantum computing
" jonathan m smith neil j ross peter selinger
and benoit valiron",Quantum computing
"quipper concrete re
source estimation in quantum algorithms",Quantum computing
"multipleparticle interference and quan
tum error correction",Quantum computing
"proceedings of the royal soci
ety a mathematical physical and engineering sciences
– november ",Quantum computing
"overhead and noise threshold of fault
tolerant quantum error correction",Quantum computing
 damian s steiger thomas haner and matthias troyer,Quantum computing
"projectq an open source software framework for
quantum computing",Quantum computing
" martin suchara arvin faruque chingyi lai gerardo
paz frederic chong and john d kubiatowicz",Quantum computing
"esti
mating the resources for quantum computation with
the qure toolbox",Quantum computing
"technical report ucbeecs
 eecs department university of california berke
ley may ",Quantum computing
" martin suchara john kubiatowicz arvin faruque
frederic t chong chingyi lai and gerardo paz",Quantum computing
qure the quantum resource estimator toolbox,Quantum computing
"in
 ieee st international conference on computer
design iccd pages –",Quantum computing
" k m svore a v aho a w cross i chuang and i l
markov",Quantum computing
"a layered software architecture for quantum
computing design tools",Quantum computing
" krysta m svore david p divincenzo and barbara m
terhal",Quantum computing
"noise threshold for a faulttolerant two
dimensional lattice architecture",Quantum computing
"quantum information
and computation – april ",Quantum computing
" rodney van meter thaddeus d ladd austin g fowler
and yoshihisa yamamoto",Quantum computing
"distributed quantum com
putation architecture using semiconductor nanophoton
ics",Quantum computing
"international journal of quantum chemistry pages
– september ",Quantum computing
" d s wang austin g fowler a m stephens and lloyd
c l hollenberg",Quantum computing
"threshold error rates for the toric and
planar codes",Quantum computing
"quantum information and computation
– may ",Quantum computing
"how often must we apply syndrome mea
surements",Quantum computing
"in eric donkor andrew r pirich and
michael hayduk editors spie sensing technology 
applications pages q–",Quantum computing
 yaakov s weinstein and sidney d buchbinder,Quantum computing
"use of
shor states for the  quantum errorcorrecting code",Quantum computing
" mark g whitney nemanja isailovic yatish patel and
john kubiatowicz",Quantum computing
"a fault tolerant area efficient archi
tecture for shor’s factoring algorithm",Quantum computing
"in the th annual
international symposium pages – new york new
york usa ",Quantum computing
 mingsheng ying shenggang ying and xiaodi wu,Quantum computing
"in
variants of quantum programs characterisations and
generation",Quantum computing
"in the th acm sigplan symposium

pages – new york new york usa ",Quantum computing
"considering the pace of development happening in the domain of qcps
it is pertinent to investigate how will the large scale professional development
of quantum software be different or similar to building software for classical
computing platforms",Quantum computing
"some of the important questions in this context could be
",Quantum computing
"what are the key characteristics of qcps which are efficacious for software
development
",Quantum computing
"in what way does a qcp affect the quality attributes and nonfunctional
requirements of quantum software applications
",Quantum computing
"what type of software architectures are suitable for quantum software
",Quantum computing
"how to assess the suitability of a qcp for a given computing problemtask
",Quantum computing
how do qcps affect sdlc activities,Quantum computing
"for instance do the classical ap
proaches apply asis for testing and verification of quantum software
",Quantum computing
"what type of software development processes and methods would be suited
for building quantum software",Quantum computing
"in this paper we address the first two question via indepth examination of
the qcps available today
 method of research
the central idea underlying our approach for finding answers for these ques
tions is as follows in order to build various qas into a software application
a software architect indirectly leverages or mitigates the characteristics of
the target computing platform for which the software application is being built",Quantum computing
"consider this example building the performance qa into an application often
demands exploiting parallelism present in a problemtask",Quantum computing
"however if the tar
get computing platform does not offer multiprocessing eg",Quantum computing
"if it has only one
singlecore cpu then the application will not be able to truly realize the qa
of performance",Quantum computing
"a proficient software architect must know i which all charac
teristics of a computing platform affect different qas for an application and ii
how are the qas affected",Quantum computing
"which characteristics is relatively straight for
ward – one mainly needs to examine in detail the available literature and software
artifacts of a computing platform for identifying its key characteristics",Quantum computing
"however
the pointii is not as straight forward to address",Quantum computing
"we take the following twostep
approach for addressing pointii ie",Quantum computing
"determining how a qa is affected by plat
form characteristics
",Quantum computing
"examine the definition and general scenario partii for a qa to identify
the causeandeffect relationships if any between platform characteris
tics and the qa
 examine the design tactics prescribed partii for realizing a qa
to identify the above relationships",Quantum computing
application of this approach is demonstrated in §,Quantum computing
"where we determine the
impact of qcp characteristics on various qas",Quantum computing
"the structure of our paper broadly reflects how we carried out this study
in § we present the quantum computing basics that are relevant from the per
spective of developing quantum software and bring out the general architecture
of a qcp",Quantum computing
"we discuss the techniques which are exploited by currently known
quantum algorithms and present the quantum programming model in §",Quantum computing
"char
acteristics of qcps have been determined in §",Quantum computing
the effect of these characteristics on qas,Quantum computing
"quantum computing platforms
determining software architectural aspects of quantum software development re
quires deeper comprehension of important differences between the classical and
the quantum computers",Quantum computing
"though a detailed treatment of theoretical underpin
ning of quantum phenomenon and computing is available in standard quantum
computing texts such as  we present quantum computing concepts that are
necessary for our discussion
 what makes quantum computing different
a classical computer stores and processes information in the form of binary
bits  and ",Quantum computing
"at a physical level a bit is realized using suitable properties
eg",Quantum computing
"an n bit memory cell in
a classical computer can potentially represent n different symbols but at any
moment it can represent only one of these n possibilities",Quantum computing
"information on a
quantum computer is representedstored using quantum bits or qubits",Quantum computing
"these
qubits are physically realized via suitable physical phenomena that obey the
laws of quantum mechanics",Quantum computing
"examples of such phenomena can be the spin of a
single electron or the configuration of an individual ion",Quantum computing
"a qubit can be observed
in one of the two basis states which are labeled as 〉 or a 〉",Quantum computing
"normally the
qubit state 〉 corresponds to classical bit  and 〉 to classical  bit",Quantum computing
"one of the
remarkable properties of qubits which makes quantum computers much faster
than classical computers is the number of possible states in which the qubit
can exist different from its observable state which can be only one of the basis
states",Quantum computing
"at any instant one qubit can be in a 〉 a 〉 state or any quantum
superposition of the two",Quantum computing
"in other words the basis states 〉 and 〉 and their
linear combinations x 〉 y 〉 describe the possible states of a single qubit",Quantum computing
"in
contrast one classical bit at one time can be only in one of the two possible
states a  or ",Quantum computing
"another quantum property that is exploited by quantum computing is en
tanglement of qubits",Quantum computing
"two or more individually independent quantum objects
are said to be entangled when a their individual behavior is random but at the
same time b it is too strongly correlated despite each object being independent
from the other",Quantum computing
"a multiqubit state that cannot be expressed as a list of the
individual constituent qubits is an entangled state",Quantum computing
"consider the bell state
qq  〉 〉
√
",Quantum computing
it is an example of an entangled twoqubit state,Quantum computing
"there
is no way of expressing it as a list of onequbit states",Quantum computing
"suppose you measure
along some axis one of the qubits say q that comprise this entangled state",Quantum computing
it will behave randomly in this case q can be 〉 or 〉 with equal probability,Quantum computing
suppose you measured q to be 〉 then value of q will certainly be 〉,Quantum computing
"that is
you can predict exactly how the other qubit q would behave if measured along
the same axis",Quantum computing
"no unentangled state exhibits this type of perfect correlation with
perfect individual randomness",Quantum computing
"the above two properties – quantum superposition and quantum entangle
ment – are thus very useful resources in quantum computing
 general architecture
physical quantum computing machinery of today reminiscent of early classical
computers of s are big in size",Quantum computing
"it requires special physical environment
and conditions for operating correctly",Quantum computing
"the general architecture of a qcp can
be depicted as shown in fig  it comprises of five layers three of which contain
purely quantum hardware and circuitry and two consist of classical hardware
and software
",Quantum computing
"quantum layers one can think of these layers as comprising the
quantum processing unit qpu",Quantum computing
"a physical building blocks – includes quantum hardware which typically
makes use of superconducting loops for physical realization of qubits",Quantum computing
"in addition it also contains the physical qubit couplerinterconnect cir
cuitry among other elements which are needed for qubit addressing and
control operations",Quantum computing
b quantum logic gates – physical circuitry §,Quantum computing
"that makes up quan
tum logic gates",Quantum computing
"c quantumclassical interface – it includes the hardware and software
which provides interfacing between classical computers and a qpu
 classical layers
a quantum programming environment – it provides items such as i quan
tum assembly language necessary for instructing a qpu ii the program
ming abstractions needed for writing quantum programs in a highlevel
programming language and iii simulator support as well as ides etc",Quantum computing
"b business applications – quantum software applications written to cater
for business requirements",Quantum computing
fig  architecture of quantum computing platform,Quantum computing
"developing quantum software applications
in preceding section we introduced the two fundamental properties – quantum
superposition and quantum entanglement – which make a quantum computer
much faster than classical computers at solving certain types of problems",Quantum computing
"nature
of these two properties inherently make quantum computation to be mostly
probabilistic in nature",Quantum computing
"thus implying that quantum programs are likely to be
probabilistic or randomized in nature",Quantum computing
"as such expressing the logic or algorithm
which is to be executed on a quantum computer requires special techniques and
programming model
 quantum algorithms – the key to harnessing power of qcps
usefulness of quantum programs lies in their ability to exploit the fundamental
characteristics superposition and entanglement of qubits of a quantum com
puter",Quantum computing
"over the past few decades quantum computing researchers have developed
a handful of techniques that exploit the characteristics of quantum computers
for quickly solving certain problems that take much longer to solve on a classical
computer",Quantum computing
"some of these techniques and example algorithms that exploit them
are shown in table",Quantum computing
"there are several algorithms available today which exploit these techniques
to solve variety of computing problems much faster than a classical computer",Quantum computing
"in order to derive benefit from the capabilities of quantum computer one must
map the problem at hand to one of the problems for which a quantum algorithm
is known",Quantum computing
"techniques used by quantum algorithms
technique examples of target problems
amplitude amplification quantum countingsearch grover’s
algorithm",Quantum computing
"quantum fourier transform discrete logarithm problem and the integer fac
torization problem in polynomial time shor’s al
gorithm and so on",Quantum computing
"phase kickback estimating gauss sums
quantum phase estimation estimates the phase that a unitary transformation
adds to one of its eigenvectors",Quantum computing
"quantum walks element distinctness problem trianglefinding
problem formula evaluation group commutativ
ity
fig  an example quantum circuit and corresponding python code",Quantum computing
"quantum circuits is one of the common models for representing quan
tum computation",Quantum computing
"similar to digital logic gates which are employed by classical
computers quantum gates are used to compose a quantum circuit",Quantum computing
"in this model
the steps of a quantum algorithm can be expressed as a sequence of quantum
logic gates",Quantum computing
"each quantum logic gate transforms the input qubits in a well de
fined manner typically expressed a operations on matrices and vectors",Quantum computing
"ibm
qexperience takes this approach to expressing quantum computations",Quantum computing
"shows the screen shot of a quantum circuit and its corresponding python
code for implementing part of grover’s algorithm on ibm qexperience
fig  a quantum programming model
 programming model in quantum paradigm
we evaluated the programming abstractions the highlevel programming lan
guage libraries that expose these abstractions and the typical steps involved in
composing quantum programs on different qcps such as  etc",Quantum computing
"we observe that a quantum program typically comprises of parts some of
which execute on a classical cpu and some on a quantum processing unit
qpu",Quantum computing
"creating such quantum programs mainly involved the following tasks
",Quantum computing
"mapping inputoutput from classical bits representation to qubits
 initializing the qubits state
 compose the quantum circuit using suitable quantum logic gates to express
steps of a quantum algorithm",Quantum computing
"the steps are repeated suitable number of
times to get a reliable measurement of the outcomes
 measure the output qubits state measuring a qubit forces it to collapse into
a classical bit and transfer it to the classical bits",Quantum computing
"a suitable highlevel programming api or instructions are typically
used for composing the quantum programs",Quantum computing
"based on these observation a quan
tum programming model as shown in fig",Quantum computing
"we also checked
the adherence to this programming model by manually examining the sample
quantum programs that are supplied by different qcps we considered",Quantum computing
"characteristics of a quantum computing platform
in order to understand the effect of qcps on software architecture it is necessary
to identify all those characteristics of a qcp which can affect the development
deployment operation and management of quantum software",Quantum computing
"some such characteristics of the qcps of today are
",Quantum computing
"platform heterogeneity – the published technical details of different
qcps that are available today show the heterogeneous nature of
the qcps",Quantum computing
"considering certain limitations such as various nogo theorems
that quantum phenomenon obey dependency on classical hardwaresoftware
is inevitable",Quantum computing
"thus the qpus are expected to be inherently heterogeneous
in nature",Quantum computing
"that is both classical as well as quantum hardware and software
are involved
 physical environment – the quantum hardware requires a completely dif
ferent type of physical environment",Quantum computing
"most of the existing implementations
of quantum hardware circuitry make use of superconducting loops requiring
ultralow temperatures",Quantum computing
"achieving and maintaining such physical conditions
necessitates very specialized environment for reliable operation of a qcp
 large form factor – due to requirement of special physical environment
quantum computers of today are very large in size",Quantum computing
"for instance the main
box of dwavetmq system measures roughly ’x’x’
 energy efficiency – energy consumption can be looked at from two main
aspects energy consumed by the qpu itself and secondly the energy re
quirements for cooling and other ancillary circuitry which make up a quan
tum computer",Quantum computing
"it has been observed that a quantum computer spends
most of its energy on cooling",Quantum computing
"a qpu by itself however consumes much less
energy",Quantum computing
as the computation speeds grow to exascale ie,Quantum computing
"petaflops
the energy consumption of a qpu is not expected to increase as fast as that
of a cpugpu",Quantum computing
"experiments conducted with dwave’s qubit system
showed overall energy efficiency improvements of the order of x in
comparison to stateoftheart classical computing servers when considering
pure computation time for running specialized algorithms
 lower level of the programming abstractions – the programming
abstractions offered by qcps of today are of a low level",Quantum computing
"that is
a programmer has to work at the level of quantum logic gates usually via
a highlevel language representation of it when expressing computational
steps that heshe wants to execute via a qpu
 remote software development and deployment – programming tools
such as ides debuggers simulators etc",Quantum computing
"that a software developer can use to
create quantum software are invariably cloud based",Quantum computing
"only a very limited
portion of the quantum programming tools stack can be deployed
and used on a programmer’s local machine",Quantum computing
"for development and testing of
productionready quantum software a programmer typically requires access
to a remote qcp environment
 dependency on quantum algorithms – to exploit the real potential
of quantum computers a programmer has to express the logic of hisher
software using quantum algorithms",Quantum computing
"a computing task where one is looking
to gain speedup by running it on a qcp is typically mapped to or broken
into another tasks for which a quantum algorithms is known
 limited portability of software – quantum computing platforms are
themselves in their infancy though under rapid growth",Quantum computing
"as such there is lack
of standards that are necessary for developing quantum programs which can
be executed transparently on different qpus",Quantum computing
"each of the major providers of
qcps offer their proprietary programming apis and tools
 limited quantum networking – though long distance distribution of
quantum entanglement is feasible realizing practical quantum commu
nication networks is still a work in progress",Quantum computing
"as such practical quantum
software which depends on availability of a reliable quantum network would
be hard to achieve
 lack of native quantum operating system – the quantum processors
are still controlled via classical computing operating systems",Quantum computing
"we do not
yet have mature multitasking and multiprocessing capabilities available for
quantum processors",Quantum computing
"most existing qcps expose the quantum
gates and qubits for direct manipulation by programmers",Quantum computing
"mature protocols
and apis that implement for example practical timesharing of a quantum
processing unit qpu are not available yet",Quantum computing
"similarly quantum algo
rithms which may exploit multiple qpus in parallel is yet to be explored
 limited multitasking and multiprocessing – this follows from the lack
of native quantum operating systems",Quantum computing
"a programmer has to rely on classical
computer’s os for achieving any type of multitasking and multiprocessing
on a given set of qpus
 fundamentally different programming model – as discussed in §
quantum programs are inherently probabilistic",Quantum computing
"a programmer looking to
harness power of a qcp must identify or design suitable quantum algorithms
which are can solve the problem at hand
 dependency on classical storage – though limited time storage of entan
gled qubits is feasible long term persistence of qubits in passive media
is still not possible",Quantum computing
"besides it is not feasible to store arbitrary nonentangled
qubits due to different nogo theorems such as noteleportation page 
nocloning and nodeleting theorems",Quantum computing
"thus permanent persistence of
critical data in quantum programs still requires classical storage devices
 effect on quality attributes
quality attributes qa may be described as the factors which have systemwide
impact on an application’s architecture implementation as well as operation",Quantum computing
"the qas that are of concern for a majority of applications may be categorized
depending on whether they affect design runtime system or user qualities of
the application",Quantum computing
"the overall design and quality of a large majority of software applications can
be considered good when the applications possess a reasonable level of at least
the following qas performance reliability scalability security and
usability",Quantum computing
"however based on our experience we considered a slightly expanded
list of qas when examining how they are affected on a qcp
",Quantum computing
"usability
in subsequent paragraphs we discuss only those aspects of a qa that are rel
evant for identifying how the qa is affected by various characteristics of qcps",Quantum computing
we take each of the qcp characteristics identified in §,Quantum computing
"in turn and discuss how
it affects various qas under consideration",Quantum computing
"a characteristic may be considered
favorable unfavorable or neutral for building a qa into an application",Quantum computing
"summary
of the qa impact of various characteristics of qcps is shown in table",Quantum computing
"platform heterogeneity heterogeneity makes it difficult to implement
high cohesion in software",Quantum computing
"therefore qas such as maintainability reliabil
ity robustness reusability and understandability get adversely affected due
to low cohesion",Quantum computing
"heterogeneous environment also means more number of dis
parate elements software and hardware to managed thus adversely affecting
manageability and testability of the system
 special physical environment a highly specialized physical environment
needed by a qcp is difficult to create maintain and operate",Quantum computing
"effect of am
bient noiseinterference is more pronounced in case of qpus than it is on
cpus",Quantum computing
"such properties have adversely affect on the qas such as availability
 a detailed description and properties of individual qas is readily available in stan
dard software architecture literature such as  etc",Quantum computing
"impact∗ of qcp characteristics on qas
characteristics a
va
il
a
b
il
it
y
in
te
ro
p
er
a
b
il
it
y
m
a
in
ta
in
a
b
il
it
y
m
a
n
a
g
ea
b
il
it
y
p
er
fo
rm
a
n
ce
r
el
ia
b
il
it
y
s
ca
la
b
il
it
y
s
ec
u
ri
ty
t
es
ta
b
il
it
y
u
sa
b
il
it
y
platform heterogeneity u – u u – u – – u –
special physical environment u – – u – u u u u –
large form factor – – – – – – u – – –
higher energy efficiency – – – – f – f – – –
lower level of the programming abstractions u – u – – u – – u –
remote software development and deployment – – u – – – – – u –
dependency on quantum algorithms – u u – f – f – u –
limited portability of software u u u – – – u – – –
limited quantum networking u – – – u u u – – –
lack of native quantum operating system – – – u u u u u – –
fundamentally different programming model – u u – – u – u u –
dependency on classical storage – – – u u u u – – –
∗cell value indicates impact on qa favorable unfavorable “–” → unknownneutral
eg",Quantum computing
"due to “brittle” nature of physical qubits manageability scalability
eg",Quantum computing
"due to difficulties in quickly launching additional qpu instances and
testability of the system
 large form factor most of the qas except scalability remain unaffected
by this property of qcps",Quantum computing
"large form factor makes it difficult to augment
the capabilities of a qcp thus adversely affecting scalability
 higher energy efficiency except improving performance and scalability
this property does not have significant impact on most other qas
 lower level of the programming abstractions programming the qcps
requires one to work at the level of quantum gates to compose the
necessary quantum circuits for implementing steps of a quantum algorithm",Quantum computing
"working at such low levels of abstractions is not easy and increases complex
ity of the code",Quantum computing
"moreover there are not many as of today at least expert
quantum programmers",Quantum computing
"this in turn adversely affects qas such as maintainability testability relia
bility and availability
 remote software development and deployment a major implication
of qcps on testing and debugging arises due to the nonlocal nature of
a real quantum computer",Quantum computing
"the development toolsenvironment used for a
qcp are sort of distributed",Quantum computing
"the decentralized typically offered via a cloud
based ide and heterogeneous nature of the development environment will
make programing testing and debugging of quantum programs slower and
tedious",Quantum computing
"this adversely affects maintainability and testability
 dependency on quantum algorithms probabilistic nature of quan
tum computations and the results they produce adversely affect testability
and interoperability with classical software",Quantum computing
"synthesizing realistic pairs of
〈input expected output〉 for test case scenarios as well as reproducing the
defects that one wants to debug requires special approaches",Quantum computing
"moreover there are very few – only about a dozen – quantum algorithms
known for different types of problems",Quantum computing
"software engineers have to map their
problems to one of the existing few quantum algorithms",Quantum computing
"this adversely
affects the ability to perform enhancement and corrective maintenance
 limited portability of software quantum computing though rapidly
evolving is still in its infancy",Quantum computing
"it lacks standardization in several areas rang
ing from highlevel programming apis to lowlevel hardware",Quantum computing
"for example
a quantum program written using rigetti’s quantum isa may not be ex
ecutable on open qasm supported by ibm",Quantum computing
"as such the portability of
software is adversely affected on qcps",Quantum computing
"lack of portability in turn adversely
affects availability interoperability maintainability and scalability
 limited quantum networking a reliable quantum network is necessary
for building reliable and highperformance quantum software",Quantum computing
"quantum net
works not yet production ready ",Quantum computing
"thus the performance scalability
reliability and in turn availability will be adversely affected
 lack of native quantum operating system a native operating sys
tem helps in harnessing full potential of a hardware in a secure and effective
manner",Quantum computing
this is lacking in case of qcps,Quantum computing
"it prohibits for instance practi
cal timesharing of a qpu",Quantum computing
"thus the performance manageability reliability
scalability and security will be adversely affected
 fundamentally different programming model quantum programs are
inherently probabilistic and requires a fundamentally different approach to
programming please see §",Quantum computing
"this affects the ease of use of the underly
ing technology and in turn the code complexity both of which are important
factors that influence development and maintenance of dependable soft
ware",Quantum computing
"as such a qcp adversely affects maintainability interoperability security
and testability qas
 dependency on classical storage for durably persisting critical data
the quantum programs depend on classical storage devices due to different
nogo theorems such as noteleportation page  nocloning and
nodeleting theorems",Quantum computing
"on a qcp this adversely affects manageability
performance and scalability
 threats to validity
quantum computing is a fast evolving area of technology",Quantum computing
"the characteristics of
qcps that we have identified are based on the study of currently available state
oftheart quantum hardware and software",Quantum computing
"we expect advances in quantum
computing will invalidate at least few of these characteristics in coming years",Quantum computing
"for example the productionready native quantum operating systems are likely
to be feasible in the years to come",Quantum computing
further the list of characteristics that we have given is not an exhaustive list,Quantum computing
"it is quite likely that there are additional qcp characteristics which taken to
gether may be of significance in specific software development scenarios",Quantum computing
"another
point that we would like to highlight is that our findings are derived from a pub
lished information about qcps and b experimental programming on the qcps
accessible to us",Quantum computing
"it is likely that there are unpublished featuresinformation about
those qcps which can affect the software architecture of quantum software ap
plications",Quantum computing
"next we have not covered every qa which is relevant for a wider
set of application types",Quantum computing
"there may be qas such as auditability distributability
extensibility etc",Quantum computing
which are relevant and may be affected by the qcps,Quantum computing
"lastly
our own experience and knowhow as software architects has influenced to some
extent what we identified as the effect of different qcps on various qas",Quantum computing
"conclusions
programmers’ interest in applying quantum computing has surged in the recent
past",Quantum computing
"leveraging this technology in solving general purpose business problems
requires deeper understanding of important characteristics of qcps particularly
those which are relevant for software development",Quantum computing
"we have shown that the key characteristics of a qcp make it different from
a classical computing platform",Quantum computing
